county,date,reported_date,cholera_cases,malaria_cases,report_delay_days,rain_7day_lag,rain_14day_lag,rain_21day_lag,seasonal_factor,rainfall_mm,population,cholera_rate_per_100k,malaria_rate_per_100k,cholera_lag_3,malaria_lag_3,cholera_lag_5,malaria_lag_5,cholera_lag_7,malaria_lag_7,rain_7day_avg,cholera_7day_avg,cholera_baseline,cholera_baseline_std,outbreak_next_7days,week_of_year,month,year,cholera_missing,malaria_missing,is_rainy_season
Migori,2024-07-20,2024-07-25,0.0,298.0,5,0.0,0.7,0.0,0.8,0.3,1150000,0.0,25.913043478260867,,274.0,0.0,250.0,,294.0,0.48571428571428416,0.0,0.1111111111111111,0.3333333333333344,0,29,7,2024,0,0,0
Migori,2024-07-21,2024-07-24,,309.0,3,0.4,3.9,0.0,0.8,1.6,1150000,,26.8695652173913,0.0,269.0,0.0,274.0,,,0.6571428571428556,0.0,0.125,0.35355339059327495,0,29,7,2024,1,0,0
Migori,2024-07-22,2024-07-29,1.0,255.0,7,0.3,6.9,0.0,0.8,3.5,1150000,0.08695652173913043,22.17391304347826,,285.0,,274.0,0.0,250.0,1.1142857142857128,0.25,0.25,0.4629100498862766,0,30,7,2024,0,0,0
Migori,2024-07-23,2024-07-27,0.0,286.0,4,0.9,1.1,0.0,0.8,0.2,1150000,0.0,24.8695652173913,0.0,298.0,0.0,269.0,0.0,274.0,1.0142857142857127,0.25,0.25,0.4629100498862766,0,30,7,2024,0,0,0
Migori,2024-07-24,2024-07-28,,327.0,4,1.1,6.5,0.0,0.8,0.0,1150000,,28.43478260869565,,309.0,,285.0,,274.0,0.8571428571428557,0.25,0.2857142857142857,0.4879500364742675,0,30,7,2024,1,0,0
Migori,2024-07-25,2024-07-29,0.0,,4,0.0,0.5,0.2,0.8,0.2,1150000,0.0,,1.0,255.0,0.0,298.0,0.0,269.0,0.8857142857142842,0.25,0.25,0.4629100498862766,0,30,7,2024,0,1,0
Migori,2024-07-26,2024-07-31,0.0,,5,0.4,0.2,0.0,0.8,0.3,1150000,0.0,,0.0,286.0,,309.0,,285.0,0.8714285714285699,0.2,0.125,0.35355339059327495,0,30,7,2024,0,1,0
Migori,2024-07-27,2024-08-03,0.0,,7,0.3,0.0,0.7,0.8,0.1,1150000,0.0,,,327.0,1.0,255.0,0.0,298.0,0.8428571428571414,0.2,0.1111111111111111,0.3333333333333345,0,30,7,2024,0,1,0
Migori,2024-07-28,2024-08-03,0.0,302.0,6,1.6,0.4,3.9,0.8,2.1,1150000,0.0,26.26086956521739,0.0,,0.0,286.0,,309.0,0.9142857142857128,0.16666666666666666,0.1,0.316227766016839,0,30,7,2024,0,0,0
Migori,2024-07-29,2024-08-01,0.0,328.0,3,3.5,0.3,6.9,0.8,4.3,1150000,0.0,28.52173913043478,0.0,,,327.0,1.0,255.0,1.028571428571427,0.0,0.1,0.316227766016839,0,31,7,2024,0,0,0
Migori,2024-07-30,2024-08-04,1.0,268.0,5,0.2,0.9,1.1,0.8,5.6,1150000,0.08695652173913043,23.304347826086957,0.0,,0.0,,0.0,286.0,1.7999999999999985,0.16666666666666666,0.2,0.4216370213557847,0,31,7,2024,0,0,0
Migori,2024-07-31,2024-08-07,,,7,0.0,1.1,6.5,0.8,0.0,1150000,,,0.0,302.0,0.0,,,327.0,1.7999999999999985,0.16666666666666666,0.2,0.4216370213557847,0,31,7,2024,1,1,0
Migori,2024-08-01,2024-08-04,,318.0,3,0.2,0.0,0.5,0.8,0.0,1150000,,27.652173913043477,0.0,328.0,0.0,,0.0,,1.77142857142857,0.2,0.2222222222222222,0.44095855184409927,0,31,8,2024,1,0,0
Migori,2024-08-02,2024-08-07,0.0,,5,0.3,0.4,0.2,0.8,0.5,1150000,0.0,,1.0,268.0,0.0,302.0,0.0,,1.7999999999999985,0.2,0.2,0.4216370213557847,0,31,8,2024,0,1,0
Migori,2024-08-03,2024-08-07,0.0,271.0,4,0.1,0.3,0.0,0.8,0.3,1150000,0.0,23.565217391304348,,,0.0,328.0,0.0,,1.8285714285714272,0.2,0.2,0.4216370213557847,0,31,8,2024,0,0,0
Migori,2024-08-04,2024-08-11,0.0,307.0,7,2.1,1.6,0.4,0.8,0.0,1150000,0.0,26.69565217391304,,318.0,1.0,268.0,0.0,302.0,1.5285714285714271,0.2,0.18181818181818182,0.40451991747794597,0,31,8,2024,0,0,0
Migori,2024-08-05,2024-08-09,0.0,289.0,4,4.3,3.5,0.3,0.8,0.0,1150000,0.0,25.130434782608692,0.0,,,,0.0,328.0,0.9142857142857127,0.2,0.09090909090909091,0.3015113445777647,0,32,8,2024,0,0,0
Migori,2024-08-06,2024-08-09,0.0,269.0,3,5.6,0.2,0.9,0.8,1.6,1150000,0.0,23.391304347826086,0.0,271.0,,318.0,1.0,268.0,0.34285714285714136,0.0,0.09090909090909091,0.3015113445777647,0,32,8,2024,0,0,0
Migori,2024-08-07,2024-08-12,1.0,295.0,5,0.0,0.0,1.1,0.8,0.1,1150000,0.08695652173913043,25.652173913043477,0.0,307.0,0.0,,,,0.3571428571428556,0.16666666666666666,0.16666666666666666,0.3892494720807622,1,32,8,2024,0,0,0
Migori,2024-08-08,2024-08-13,0.0,,5,0.0,0.2,0.0,0.8,0.8,1150000,0.0,,0.0,289.0,0.0,271.0,,318.0,0.4714285714285699,0.14285714285714285,0.16666666666666666,0.3892494720807622,0,32,8,2024,0,1,0
Migori,2024-08-09,2024-08-16,,,7,0.5,0.3,0.4,0.8,2.4,1150000,,,0.0,269.0,0.0,307.0,0.0,,0.7428571428571413,0.16666666666666666,0.18181818181818182,0.404519917477946,0,32,8,2024,1,1,0
Migori,2024-08-10,2024-08-14,0.0,,4,0.3,0.1,0.3,0.8,1.0,1150000,0.0,,1.0,295.0,0.0,289.0,0.0,271.0,0.8428571428571414,0.16666666666666666,0.18181818181818182,0.404519917477946,0,32,8,2024,0,1,0
Migori,2024-08-11,2024-08-14,0.0,261.0,3,0.0,2.1,1.6,0.8,0.3,1150000,0.0,22.695652173913043,0.0,,0.0,269.0,0.0,307.0,0.8857142857142842,0.16666666666666666,0.18181818181818182,0.404519917477946,0,32,8,2024,0,0,0
Migori,2024-08-12,2024-08-16,0.0,302.0,4,0.0,4.3,3.5,0.8,0.4,1150000,0.0,26.26086956521739,,,1.0,295.0,0.0,289.0,0.9428571428571414,0.16666666666666666,0.18181818181818182,0.404519917477946,0,33,8,2024,0,0,0
Migori,2024-08-13,2024-08-20,0.0,272.0,7,1.6,5.6,0.2,0.8,0.3,1150000,0.0,23.65217391304348,0.0,,0.0,,0.0,269.0,0.7571428571428556,0.16666666666666666,0.09090909090909091,0.3015113445777647,0,33,8,2024,0,0,0
Migori,2024-08-14,2024-08-21,0.0,281.0,7,0.1,0.0,0.0,0.8,0.8,1150000,0.0,24.43478260869565,0.0,261.0,,,1.0,295.0,0.8571428571428557,0.0,0.08333333333333333,0.2886751345948139,0,33,8,2024,0,0,0
Migori,2024-08-15,2024-08-22,0.0,263.0,7,0.8,0.0,0.2,0.8,7.3,1150000,0.0,22.869565217391305,0.0,302.0,0.0,,0.0,,1.7857142857142843,0.0,0.07692307692307693,0.2773500981126155,0,33,8,2024,0,0,0
Migori,2024-08-16,2024-08-21,0.0,266.0,5,2.4,0.5,0.3,0.8,1.4,1150000,0.0,23.130434782608695,0.0,272.0,0.0,261.0,,,1.6428571428571412,0.0,0.07692307692307693,0.2773500981126155,0,33,8,2024,0,0,0
Migori,2024-08-17,2024-08-20,,317.0,3,1.0,0.3,0.1,0.8,0.4,1150000,,27.565217391304344,0.0,281.0,0.0,302.0,0.0,,1.5571428571428556,0.0,0.08333333333333333,0.2886751345948139,0,33,8,2024,1,0,0
Migori,2024-08-18,2024-08-21,0.0,275.0,3,0.3,0.0,2.1,0.8,0.0,1150000,0.0,23.91304347826087,0.0,263.0,0.0,272.0,0.0,261.0,1.5142857142857127,0.0,0.08333333333333333,0.2886751345948139,0,33,8,2024,0,0,0
Migori,2024-08-19,2024-08-22,1.0,,3,0.4,0.0,4.3,0.8,0.0,1150000,0.08695652173913043,,0.0,266.0,0.0,281.0,0.0,302.0,1.4571428571428557,0.16666666666666666,0.16666666666666666,0.3892494720807622,1,34,8,2024,0,1,0
Migori,2024-08-20,2024-08-26,,313.0,6,0.3,1.6,5.6,0.8,0.1,1150000,,27.217391304347824,,317.0,0.0,263.0,0.0,272.0,1.428571428571427,0.2,0.18181818181818182,0.404519917477946,0,34,8,2024,1,0,0
Migori,2024-08-21,2024-08-26,,267.0,5,0.8,0.1,0.0,0.8,0.0,1150000,,23.217391304347828,0.0,275.0,0.0,266.0,0.0,281.0,1.3142857142857127,0.25,0.1,0.3162277660168391,0,34,8,2024,1,0,0
Migori,2024-08-22,2024-08-27,0.0,,5,7.3,0.8,0.0,0.8,0.1,1150000,0.0,,1.0,,,317.0,0.0,263.0,0.2857142857142842,0.25,0.1,0.3162277660168391,0,34,8,2024,0,1,0
Migori,2024-08-23,2024-08-27,0.0,,4,1.4,2.4,0.5,0.8,0.1,1150000,0.0,,,313.0,0.0,275.0,0.0,266.0,0.09999999999999849,0.25,0.09090909090909091,0.30151134457776474,0,34,8,2024,0,1,0
Migori,2024-08-24,2024-08-28,0.0,259.0,4,0.4,1.0,0.3,0.8,0.1,1150000,0.0,22.521739130434785,,267.0,1.0,,,317.0,0.05714285714285562,0.2,0.09090909090909091,0.30151134457776474,0,34,8,2024,0,0,0
Migori,2024-08-25,2024-09-01,0.0,285.0,7,0.0,0.3,0.0,0.8,0.4,1150000,0.0,24.782608695652172,0.0,,,313.0,0.0,275.0,0.11428571428571277,0.2,0.09090909090909091,0.30151134457776474,0,34,8,2024,0,0,0
Migori,2024-08-26,2024-08-30,0.0,294.0,4,0.0,0.4,0.0,0.8,0.5,1150000,0.0,25.565217391304344,0.0,,,267.0,1.0,,0.1857142857142842,0.0,0.09090909090909091,0.30151134457776474,0,35,8,2024,0,0,0
Migori,2024-08-27,2024-08-31,,303.0,4,0.1,0.3,1.6,0.8,0.1,1150000,,26.34782608695652,0.0,259.0,0.0,,,313.0,0.1857142857142842,0.0,0.1,0.3162277660168391,0,35,8,2024,1,0,0
Migori,2024-08-28,2024-09-01,,,4,0.0,0.8,0.1,0.8,0.2,1150000,,,0.0,285.0,0.0,,,267.0,0.21428571428571278,0.0,0.1111111111111111,0.3333333333333346,0,35,8,2024,1,1,0
Migori,2024-08-29,2024-09-05,0.0,285.0,7,0.1,7.3,0.8,0.8,0.4,1150000,0.0,24.782608695652172,0.0,294.0,0.0,259.0,0.0,,0.2571428571428557,0.0,0.1111111111111111,0.3333333333333346,0,35,8,2024,0,0,0
Migori,2024-08-30,2024-09-04,0.0,287.0,5,0.1,1.4,2.4,0.8,0.2,1150000,0.0,24.956521739130434,,303.0,0.0,285.0,0.0,,0.2714285714285699,0.0,0.1111111111111111,0.3333333333333346,0,35,8,2024,0,0,0
Migori,2024-08-31,2024-09-06,0.0,287.0,6,0.1,0.4,1.0,0.8,0.0,1150000,0.0,24.956521739130434,,,0.0,294.0,0.0,259.0,0.2571428571428557,0.0,0.1,0.3162277660168391,0,35,8,2024,0,0,0
Migori,2024-09-01,2024-09-05,0.0,,4,0.4,0.0,0.3,0.8,0.4,1150000,0.0,,0.0,285.0,,303.0,0.0,285.0,0.2571428571428556,0.0,0.1,0.3162277660168391,0,35,9,2024,0,1,0
Migori,2024-09-02,2024-09-07,0.0,294.0,5,0.5,0.0,0.4,0.8,0.0,1150000,0.0,25.565217391304344,0.0,287.0,,,0.0,294.0,0.1857142857142842,0.0,0.0,0.0,0,36,9,2024,0,0,0
Migori,2024-09-03,2024-09-10,,280.0,7,0.1,0.1,0.3,0.8,0.2,1150000,,24.347826086956523,0.0,287.0,0.0,285.0,,303.0,0.19999999999999846,0.0,0.0,0.0,0,36,9,2024,1,0,0
Migori,2024-09-04,2024-09-07,0.0,288.0,3,0.2,0.0,0.8,0.8,1.4,1150000,0.0,25.043478260869563,0.0,,0.0,287.0,,,0.37142857142856983,0.0,0.0,0.0,0,36,9,2024,0,0,0
Migori,2024-09-05,2024-09-11,1.0,342.0,6,0.4,0.1,7.3,0.8,1.9,1150000,0.08695652173913043,29.739130434782606,0.0,294.0,0.0,287.0,0.0,285.0,0.5857142857142842,0.16666666666666666,0.09090909090909091,0.30151134457776474,1,36,9,2024,0,0,0
Migori,2024-09-06,2024-09-12,1.0,301.0,6,0.2,0.1,1.4,0.8,0.2,1150000,0.08695652173913043,26.173913043478258,,280.0,0.0,,0.0,287.0,0.5857142857142842,0.3333333333333333,0.18181818181818182,0.4045199174779461,1,36,9,2024,0,0,0
Migori,2024-09-07,2024-09-11,0.0,258.0,4,0.0,0.1,0.4,0.8,0.0,1150000,0.0,22.434782608695652,0.0,288.0,0.0,294.0,0.0,287.0,0.5857142857142842,0.3333333333333333,0.18181818181818182,0.4045199174779461,0,36,9,2024,0,0,0
Migori,2024-09-08,2024-09-13,0.0,286.0,5,0.4,0.4,0.0,0.8,0.2,1150000,0.0,24.8695652173913,1.0,342.0,,280.0,0.0,,0.5571428571428556,0.3333333333333333,0.18181818181818182,0.4045199174779461,0,36,9,2024,0,0,0
Migori,2024-09-09,2024-09-15,0.0,,6,0.0,0.5,0.0,0.8,0.0,1150000,0.0,,1.0,301.0,0.0,288.0,0.0,294.0,0.5571428571428556,0.3333333333333333,0.18181818181818182,0.4045199174779461,0,37,9,2024,0,1,0
Migori,2024-09-10,2024-09-14,,302.0,4,0.2,0.1,0.1,0.8,0.0,1150000,,26.26086956521739,0.0,258.0,1.0,342.0,,280.0,0.528571428571427,0.3333333333333333,0.18181818181818182,0.4045199174779461,0,37,9,2024,1,0,0
Migori,2024-09-11,2024-09-15,1.0,289.0,4,1.4,0.2,0.0,0.8,0.0,1150000,0.08695652173913043,25.130434782608692,0.0,286.0,1.0,301.0,0.0,288.0,0.328571428571427,0.5,0.25,0.45226701686664605,0,37,9,2024,0,0,0
Migori,2024-09-12,2024-09-18,0.0,302.0,6,1.9,0.4,0.1,0.8,0.0,1150000,0.0,26.26086956521739,0.0,,0.0,258.0,1.0,342.0,0.057142857142855594,0.3333333333333333,0.25,0.45226701686664605,0,37,9,2024,0,0,0
Migori,2024-09-13,2024-09-19,1.0,271.0,6,0.2,0.2,0.1,0.8,0.0,1150000,0.08695652173913043,23.565217391304348,,302.0,0.0,286.0,1.0,301.0,0.02857142857142702,0.3333333333333333,0.3333333333333333,0.49236596391733145,0,37,9,2024,0,0,0
Migori,2024-09-14,2024-09-17,,281.0,3,0.0,0.0,0.1,0.8,0.0,1150000,,24.43478260869565,1.0,289.0,0.0,,0.0,258.0,0.02857142857142702,0.4,0.36363636363636365,0.5045249791095135,0,37,9,2024,1,0,0
Migori,2024-09-15,2024-09-18,,285.0,3,0.2,0.4,0.4,0.8,0.0,1150000,,24.782608695652172,0.0,302.0,,302.0,0.0,286.0,0.0,0.5,0.4,0.5163977794943229,0,37,9,2024,1,0,0
Migori,2024-09-16,2024-09-21,,283.0,5,0.0,0.0,0.5,0.8,0.7,1150000,,24.60869565217391,1.0,271.0,1.0,289.0,0.0,,0.09999999999999844,0.6666666666666666,0.4444444444444444,0.5270462766947305,0,38,9,2024,1,0,0
Migori,2024-09-17,2024-09-21,1.0,,4,0.0,0.2,0.1,0.8,4.7,1150000,0.08695652173913043,,,281.0,0.0,302.0,,302.0,0.7714285714285699,0.75,0.5,0.5270462766947305,0,38,9,2024,0,1,0
Migori,2024-09-18,2024-09-21,,292.0,3,0.0,1.4,0.2,0.8,0.1,1150000,,25.391304347826086,,285.0,1.0,271.0,1.0,289.0,0.785714285714284,0.6666666666666666,0.5555555555555556,0.5270462766947305,0,38,9,2024,1,0,0
Migori,2024-09-19,2024-09-25,,270.0,6,0.0,1.9,0.4,0.8,3.5,1150000,,23.47826086956522,,283.0,,281.0,0.0,302.0,1.2857142857142843,1.0,0.5,0.5345224838248495,0,38,9,2024,1,0,0
Migori,2024-09-20,2024-09-27,0.0,291.0,7,0.0,0.2,0.2,0.8,8.7,1150000,0.0,25.304347826086953,1.0,,,285.0,1.0,271.0,2.528571428571427,0.5,0.375,0.5175491695067663,0,38,9,2024,0,0,0
Migori,2024-09-21,2024-09-25,0.0,,4,0.0,0.0,0.0,0.8,3.4,1150000,0.0,,,292.0,,283.0,,281.0,3.0142857142857125,0.3333333333333333,0.375,0.5175491695067663,0,38,9,2024,0,1,0
Migori,2024-09-22,2024-09-26,0.0,,4,0.0,0.2,0.4,0.8,1.0,1150000,0.0,,,270.0,1.0,,,285.0,3.1571428571428553,0.25,0.375,0.5175491695067663,0,38,9,2024,0,1,0
Migori,2024-09-23,2024-09-28,0.0,270.0,5,0.7,0.0,0.0,0.8,0.0,1150000,0.0,23.47826086956522,0.0,291.0,,292.0,,283.0,3.0571428571428556,0.2,0.375,0.5175491695067663,0,39,9,2024,0,0,0
Migori,2024-09-24,2024-09-29,0.0,290.0,5,4.7,0.0,0.2,0.8,0.5,1150000,0.0,25.217391304347824,0.0,,,270.0,1.0,,2.4571428571428555,0.0,0.3333333333333333,0.5000000000000007,0,39,9,2024,0,0,0
Migori,2024-09-25,2024-09-30,0.0,270.0,5,0.1,0.0,1.4,0.8,0.4,1150000,0.0,23.47826086956522,0.0,,0.0,291.0,,292.0,2.4999999999999987,0.0,0.2222222222222222,0.4409585518440992,0,39,9,2024,0,0,0
Migori,2024-09-26,2024-09-29,0.0,244.0,3,3.5,0.0,1.9,0.8,0.4,1150000,0.0,21.217391304347828,0.0,270.0,0.0,,,270.0,2.0571428571428556,0.0,0.2222222222222222,0.4409585518440992,0,39,9,2024,0,0,0
Migori,2024-09-27,2024-09-30,,289.0,3,8.7,0.0,0.2,0.8,0.8,1150000,,25.130434782608692,0.0,290.0,0.0,,0.0,291.0,0.928571428571427,0.0,0.125,0.35355339059327495,0,39,9,2024,1,0,0
Migori,2024-09-28,2024-10-04,1.0,302.0,6,3.4,0.0,0.0,0.8,2.7,1150000,0.08695652173913043,26.26086956521739,0.0,270.0,0.0,270.0,0.0,,0.8285714285714272,0.16666666666666666,0.2222222222222222,0.4409585518440992,0,39,9,2024,0,0,0
Migori,2024-09-29,2024-10-03,0.0,274.0,4,1.0,0.0,0.2,0.8,7.5,1150000,0.0,23.82608695652174,0.0,244.0,0.0,290.0,0.0,,1.7571428571428558,0.16666666666666666,0.2,0.4216370213557846,0,39,9,2024,0,0,0
Migori,2024-09-30,2024-10-07,,,7,0.0,0.7,0.0,0.8,3.4,1150000,,,,289.0,0.0,270.0,0.0,270.0,2.2428571428571416,0.2,0.2,0.4216370213557846,0,40,9,2024,1,1,0
Migori,2024-10-01,2024-10-08,0.0,,7,0.5,4.7,0.0,1.5,1.5,1150000,0.0,,1.0,302.0,0.0,244.0,0.0,290.0,2.385714285714284,0.2,0.1,0.316227766016839,0,40,10,2024,0,1,1
Migori,2024-10-02,2024-10-09,0.0,526.0,7,0.4,0.1,0.0,1.5,0.0,1150000,0.0,45.73913043478261,0.0,274.0,,289.0,0.0,270.0,2.328571428571427,0.2,0.09090909090909091,0.30151134457776463,0,40,10,2024,0,0,1
Migori,2024-10-03,2024-10-09,0.0,,6,0.4,3.5,0.0,1.5,0.0,1150000,0.0,,,,1.0,302.0,0.0,244.0,2.27142857142857,0.2,0.08333333333333333,0.2886751345948138,0,40,10,2024,0,1,1
Migori,2024-10-04,2024-10-09,0.0,540.0,5,0.8,8.7,0.0,1.5,0.0,1150000,0.0,46.95652173913044,0.0,,0.0,274.0,,289.0,2.1571428571428557,0.16666666666666666,0.08333333333333333,0.2886751345948138,0,40,10,2024,0,0,1
Migori,2024-10-05,2024-10-12,1.0,512.0,7,2.7,3.4,0.0,1.5,0.3,1150000,0.08695652173913043,44.52173913043478,0.0,526.0,,,1.0,302.0,1.8142857142857127,0.16666666666666666,0.16666666666666666,0.38924947208076216,1,40,10,2024,0,0,1
Migori,2024-10-06,2024-10-11,0.0,532.0,5,7.5,1.0,0.0,1.5,3.0,1150000,0.0,46.26086956521739,0.0,,0.0,,0.0,274.0,1.1714285714285697,0.16666666666666666,0.16666666666666666,0.38924947208076216,0,40,10,2024,0,0,1
Migori,2024-10-07,2024-10-12,0.0,566.0,5,3.4,0.0,0.7,1.5,1.5,1150000,0.0,49.21739130434782,0.0,540.0,0.0,526.0,,,0.8999999999999984,0.14285714285714285,0.16666666666666666,0.38924947208076216,0,41,10,2024,0,0,1
Migori,2024-10-08,2024-10-12,1.0,603.0,4,1.5,0.5,4.7,1.5,9.5,1150000,0.08695652173913043,52.434782608695656,1.0,512.0,0.0,,0.0,,2.0428571428571414,0.2857142857142857,0.25,0.452267016866646,0,41,10,2024,0,0,1
Migori,2024-10-09,2024-10-14,0.0,533.0,5,0.0,0.4,0.1,1.5,3.7,1150000,0.0,46.34782608695652,0.0,532.0,0.0,540.0,0.0,526.0,2.57142857142857,0.2857142857142857,0.25,0.452267016866646,0,41,10,2024,0,0,1
Migori,2024-10-10,2024-10-13,0.0,582.0,3,0.0,0.4,3.5,1.5,0.7,1150000,0.0,50.60869565217391,0.0,566.0,1.0,512.0,0.0,,2.67142857142857,0.2857142857142857,0.25,0.452267016866646,0,41,10,2024,0,0,1
Migori,2024-10-11,2024-10-14,0.0,675.0,3,0.0,0.8,8.7,1.5,0.5,1150000,0.0,58.69565217391305,1.0,603.0,0.0,532.0,0.0,540.0,2.742857142857141,0.2857142857142857,0.23076923076923078,0.4385290096535152,0,41,10,2024,0,0,1
Migori,2024-10-12,2024-10-19,,559.0,7,0.3,2.7,3.4,1.5,0.0,1150000,,48.608695652173914,0.0,533.0,0.0,566.0,1.0,512.0,2.6999999999999984,0.16666666666666666,0.16666666666666666,0.3892494720807622,0,41,10,2024,1,0,1
Migori,2024-10-13,2024-10-20,0.0,,7,3.0,7.5,1.0,1.5,0.1,1150000,0.0,,0.0,582.0,1.0,603.0,0.0,532.0,2.2857142857142843,0.16666666666666666,0.16666666666666666,0.3892494720807622,0,41,10,2024,0,1,1
Migori,2024-10-14,2024-10-21,0.0,514.0,7,1.5,3.4,0.0,1.5,3.6,1150000,0.0,44.69565217391305,0.0,675.0,0.0,533.0,0.0,566.0,2.5857142857142845,0.16666666666666666,0.15384615384615385,0.37553380809940606,0,42,10,2024,0,0,1
Migori,2024-10-15,2024-10-19,0.0,522.0,4,9.5,1.5,0.5,1.5,1.6,1150000,0.0,45.391304347826086,,559.0,0.0,582.0,1.0,603.0,1.4571428571428555,0.0,0.15384615384615385,0.37553380809940606,0,42,10,2024,0,0,1
Migori,2024-10-16,2024-10-21,,531.0,5,3.7,0.0,0.4,1.5,6.7,1150000,,46.173913043478265,0.0,,0.0,675.0,0.0,533.0,1.8857142857142841,0.0,0.16666666666666666,0.3892494720807622,0,42,10,2024,1,0,1
Migori,2024-10-17,2024-10-23,1.0,,6,0.7,0.0,0.4,1.5,2.1,1150000,0.08695652173913043,,0.0,514.0,,559.0,0.0,582.0,2.0857142857142845,0.2,0.25,0.45226701686664605,0,42,10,2024,0,1,1
Migori,2024-10-18,2024-10-24,,,6,0.5,0.0,0.8,1.5,4.0,1150000,,,0.0,522.0,0.0,,0.0,675.0,2.5857142857142845,0.25,0.2727272727272727,0.4670993664969144,0,42,10,2024,1,1,1
Migori,2024-10-19,2024-10-23,0.0,498.0,4,0.0,0.3,2.7,1.5,5.9,1150000,0.0,43.30434782608696,,531.0,0.0,514.0,,559.0,3.4285714285714275,0.2,0.18181818181818182,0.404519917477946,0,42,10,2024,0,0,1
Migori,2024-10-20,2024-10-27,,639.0,7,0.1,3.0,7.5,1.5,22.4,1150000,,55.56521739130435,1.0,,0.0,522.0,0.0,,6.614285714285713,0.25,0.2,0.42163702135578474,0,42,10,2024,1,0,1
Migori,2024-10-21,2024-10-28,0.0,536.0,7,3.6,1.5,3.4,1.5,2.2,1150000,0.0,46.608695652173914,,,,531.0,0.0,514.0,6.414285714285713,0.25,0.2,0.42163702135578474,0,43,10,2024,0,0,1
Migori,2024-10-22,2024-10-27,,520.0,5,1.6,9.5,1.5,1.5,0.2,1150000,,45.21739130434783,0.0,498.0,1.0,,0.0,522.0,6.2142857142857135,0.3333333333333333,0.1111111111111111,0.3333333333333346,0,43,10,2024,1,0,1
Migori,2024-10-23,2024-10-28,1.0,544.0,5,6.7,3.7,0.0,1.5,0.2,1150000,0.08695652173913043,47.30434782608696,,639.0,,,,531.0,5.285714285714285,0.5,0.2222222222222222,0.4409585518440993,0,43,10,2024,0,0,1
Migori,2024-10-24,2024-10-30,,523.0,6,2.1,0.7,0.0,1.5,0.4,1150000,,45.47826086956522,0.0,536.0,0.0,498.0,1.0,,5.042857142857142,0.3333333333333333,0.25,0.46291004988627665,0,43,10,2024,1,0,1
Migori,2024-10-25,2024-11-01,0.0,,7,4.0,0.5,0.0,1.5,0.8,1150000,0.0,,,520.0,,639.0,,,4.585714285714284,0.25,0.25,0.46291004988627665,0,43,10,2024,0,1,1
Migori,2024-10-26,2024-10-31,0.0,,5,5.9,0.0,0.3,1.5,1.0,1150000,0.0,,1.0,544.0,0.0,536.0,0.0,498.0,3.885714285714285,0.25,0.2222222222222222,0.4409585518440993,0,43,10,2024,0,1,1
Migori,2024-10-27,2024-10-30,0.0,551.0,3,22.4,0.1,3.0,1.5,8.0,1150000,0.0,47.91304347826087,,523.0,,520.0,,639.0,1.8285714285714276,0.2,0.2222222222222222,0.4409585518440993,0,43,10,2024,0,0,1
Migori,2024-10-28,2024-11-04,0.0,543.0,7,2.2,3.6,1.5,1.5,4.8,1150000,0.0,47.21739130434783,0.0,,1.0,544.0,0.0,536.0,2.1999999999999993,0.2,0.2222222222222222,0.4409585518440993,0,44,10,2024,0,0,1
Migori,2024-10-29,2024-11-05,1.0,703.0,7,0.2,1.6,9.5,1.5,0.0,1150000,0.08695652173913043,61.130434782608695,0.0,,,523.0,,520.0,2.1714285714285704,0.3333333333333333,0.3333333333333333,0.5000000000000007,0,44,10,2024,0,0,1
Migori,2024-10-30,2024-11-02,1.0,533.0,3,0.2,6.7,3.7,1.5,0.0,1150000,0.08695652173913043,46.34782608695652,0.0,551.0,0.0,,1.0,544.0,2.142857142857142,0.3333333333333333,0.4,0.5163977794943229,0,44,10,2024,0,0,1
Migori,2024-10-31,2024-11-03,0.0,529.0,3,0.4,2.1,0.7,1.5,0.1,1150000,0.0,46.0,0.0,543.0,0.0,,,523.0,2.099999999999999,0.2857142857142857,0.3,0.4830458915396486,0,44,10,2024,0,0,1
Migori,2024-11-01,2024-11-05,1.0,521.0,4,0.8,4.0,0.5,1.5,0.9,1150000,0.08695652173913043,45.30434782608696,1.0,703.0,0.0,551.0,0.0,,2.1142857142857134,0.42857142857142855,0.36363636363636365,0.5045249791095135,0,44,11,2024,0,0,1
Migori,2024-11-02,2024-11-07,0.0,552.0,5,1.0,5.9,0.0,1.5,0.0,1150000,0.0,48.0,1.0,533.0,0.0,543.0,0.0,,1.9714285714285704,0.42857142857142855,0.36363636363636365,0.5045249791095135,0,44,11,2024,0,0,1
Migori,2024-11-03,2024-11-09,,521.0,6,8.0,22.4,0.1,1.5,0.0,1150000,,45.30434782608696,0.0,529.0,1.0,703.0,0.0,551.0,0.8285714285714275,0.5,0.36363636363636365,0.5045249791095135,0,44,11,2024,1,0,1
Migori,2024-11-04,2024-11-09,0.0,538.0,5,4.8,2.2,3.6,1.5,0.1,1150000,0.0,46.78260869565217,1.0,521.0,1.0,533.0,0.0,543.0,0.15714285714285614,0.5,0.36363636363636365,0.5045249791095135,0,45,11,2024,0,0,1
Migori,2024-11-05,2024-11-10,0.0,,5,0.0,0.2,1.6,1.5,15.3,1150000,0.0,,0.0,552.0,0.0,529.0,1.0,703.0,2.342857142857142,0.3333333333333333,0.3333333333333333,0.49236596391733145,0,45,11,2024,0,1,1
